Provincia;Municipio;Localidad;Codigo_postal;Direccion;Margen;Longitud;Latitud;Precio_gasolina_95;Precio_gasoleo_A;Precio_gasoleo_B;Precio_bioetanol;Precio_nuevo_gasoleo_A;Precio_biodiesel;Porc_ester_metilico;Porc_bioalcohol;Precio_gasolina_98;Precio_gas_natural_comprimido;Precio_gas_natural_licuado;Precio_gases_licuados_del_petroleo;Rotulo;Tipo_venta;Rem.;Horario
RIOJA (LA);HORMILLA;HORMILLA;26223;CALLE PRINCIPAL, S/N;D;-2,762194;42,431167;1,089;1,039;0,654;;1,089;;;;1,229;;;0,679;VALCARCE;P;dm;L-D: 24H
RIOJA (LA);HUÉRCANOS;HUERCANOS;26314;CALLE PLAZUELA, 55;D;-2,690500;42,427250;;0,820;0,400;;;;;;;;;;BODEGA SAN PEDRO APOSTOL;P;dm;L-D: 24H
RIOJA (LA);LARDERO;LARDERO;26140;AVENIDA ENTRENA, 30;D;-2,467944;42,422222;1,029;0,939;;;;;;;;;;;CARBURANTES RIOJA;P;dm;L-D: 24H
RIOJA (LA);LOGROÑO;LOGROÑO;26004;AVENIDA LOBETE 46, 46;D;-2,429889;42,459111;1,119;1,045;;;1,115;;;;1,243;;;;REPSOL;P;dm;L-D: 07:00-22:45
RIOJA (LA);LOGROÑO;LOGROÑO;26006;C.C.ALCAMPO.CAMINO DE LA TEJERA S/N;D;-2,467861;42,453528;0,956;0,891;;;0,919;;;;1,130;;;;ALCAMPO;P;dm;L-D: 24H
RIOJA (LA);LOGROÑO;LOGROÑO;26006;AVENIDA ARAGON, 7;D;-2,407111;42,460056;1,139;1,059;;;1,119;;;;1,279;;;;REPSOL;P;dm;L-D: 24H
RIOJA (LA);LOGROÑO;LOGROÑO;26006;AVENIDA ARAGON, 2,;I;-2,406833;42,459722;1,139;1,059;;;1,119;;;;1,279;;;;REPSOL;P;dm;L-V: 06:00-22:00
RIOJA (LA);LOGROÑO;LOGROÑO;26006;CARRETERA N-232 KM. 408,6;D;-2,456694;42,479694;1,115;1,025;;;1,095;;;;1,245;;;;AVIA;P;dm;L-D: 06:00-22:00
RIOJA (LA);LOGROÑO;LOGROÑO;26006;AVENIDA BURGOS, 49;D;-2,470417;42,461611;1,115;1,025;;;1,095;;;;1,245;;;;AVIA;P;dm;L-D: 06:00-22:00
RIOJA (LA);LOGROÑO;LOGROÑO;26006;AVENIDA BURGOS, 49;I;-2,469472;42,461444;1,115;1,025;;;1,095;;;;1,245;;;;AVIA;P;dm;L-D: 24H
RIOJA (LA);LOGROÑO;LOGROÑO;26006;CR N-111, 335,2;I;-2,429472;42,487917;1,109;1,049;;;1,119;;;;1,249;;;;REPSOL;P;OM;L-V: 08:00-16:00
RIOJA (LA);LOGROÑO;LOGROÑO;26006;CL AVENIDA DE MADRID, 25;D;-2,448000;42,453361;1,149;1,069;;;1,149;;;;1,279;;;0,705;REPSOL;P;OM;L-D: 24H
RIOJA (LA);LOGROÑO;LOGROÑO;26006;AU AP-68, 136,2;D;-2,370917;42,450417;1,139;1,059;;;1,109;;;;1,239;;;;REPSOL;P;OM;L-D: 24H
RIOJA (LA);LOGROÑO;LOGROÑO;26006;CL POLIGONO PRADO VIEJO, 3;D;-2,466472;42,454194;1,149;1,069;;;1,149;;;;1,279;;;;REPSOL;P;OM;L-V: 07:00-15:00
RIOJA (LA);LOGROÑO;LOGROÑO;26006;CR LO-20 ,P.K. 10;D;-2,503944;42,454222;1,119;1,069;;;1,139;;;;1,239;;;0,705;REPSOL;P;OM;L-D: 06:00-22:00
RIOJA (LA);LOGROÑO;LOGROÑO;26006;CALLE PIQUERAS, 22;D;-2,432361;42,456556;1,119;1,045;;;1,115;;;;1,243;;;;REPSOL;P;OM;L-V: 06:00-22:00, S-D: 07:00-22:00
RIOJA (LA);LOGROÑO;LOGROÑO;26006;CALLE CORDONERA, 3;D;-2,407444;42,455917;0,939;0,859;;;;;;;;;;;GMOIL;P;dm;L-D: 24H
RIOJA (LA);LOGROÑO;LOGROÑO;26006;POLIGONO INDUSTRIAL CANTABRIA 1, PARCELA 5;N;-2,416944;42,472583;1,109;1,029;;;;;;;1,299;;;;CEPSA;P;dm;L-V: 07:00-22:00, S: 08:00-13:00
RIOJA (LA);LOGROÑO;LOGROÑO;26006;CALLE CIRCUNDE, 13;I;-2,403111;42,456528;0,945;0,879;;;;;;;;;;;PETROPRIX;P;dm;L-D: 24H
RIOJA (LA);LOGROÑO;LOGROÑO;26006;POLIGONO LA PORTALADA III - CL VALSALADO M2 - P4, 1;D;-2,397500;42,455000;0,949;0,889;;;;;;;;;;;NORPETROL;P;dm;L-D: 24H
RIOJA (LA);LOGROÑO;LOGROÑO;26000;CALLE MADRE DE DIOS, 109;N;-2,417389;42,462389;1,019;0,959;;;0,989;;;;1,219;;;;CARREFOUR;P;dm;L-S: 07:00-22:00, D: 09:00-21:00
RIOJA (LA);MURILLO DE RÍO LEZA;MURILLO DE RIO LEZA;26143;CARRETERA LR.259 KM. 7,4;D;-2,334028;42,399528;1,089;0,999;0,731;;1,079;;;;;;;;REPSOL;P;OM;L-V: 07:30-14:00, S-D: 08:00-14:00
RIOJA (LA);NÁJERA;NAJERA;26300;CALLE SAN FERNANDO, 120;D;-2,717250;42,415861;1,059;0,948;;;;;;;;;;;ADELFAS;P;dm;L-D: 06:00-22:00
RIOJA (LA);NALDA;NALDA;26190;CR N-111, 318,5;I;-2,497278;42,350472;1,119;1,045;0,789;;1,115;;;;1,243;;;;NALDA;P;dm;L-D: 06:00-22:00
RIOJA (LA);NAVARRETE;NAVARRETE;26370;CARRETERA N-232 KM. 416,1;D;-2,531139;42,439667;1,099;1,029;;;1,089;;;;1,224;;;;CEPSA;P;OM;L-D: 06:00-23:59
RIOJA (LA);PRADEJÓN;PRADEJON;26510;CARRETERA N-232 KM. 367;I;-2,050306;42,317722;0,998;0,888;0,620;;;;;;;;;;ESTACIONES ARNEDO;P;dm;L-D: 24H
RIOJA (LA);PRADEJÓN;PRADEJON;26510;CARRETERA COMARCAL LO 640 KM. 0,8;D;-2,050417;42,325472;1,109;1,029;0,665;;1,109;;;;1,209;;;;REPSOL;P;OM;L-V: 07:00-21:00, S: 07:00-14:00
RIOJA (LA);QUEL;QUEL;26570;POLIGONO LA MORETA, 4;N;-2,063500;42,233972;1,059;0,948;0,609;;1,053;;;;1,188;;;;ADELFAS;P;dm;L-D: 06:00-22:00
RIOJA (LA);RINCÓN DE SOTO;RINCON DE SOTO;26550;CALLE MIGUEL SERVET, 26;N;-1,850278;42,231667;1,038;0,856;0,439;;;;;;;;;;COCAVICA;P;dm;L-D: 24H
RIOJA (LA);SAN ASENSIO;SAN ASENSIO;26340;CTRA. N-232, PK. km 436,9;D;-2,742111;42,514083;0,899;0,799;0,499;;;;;;;;;;BEROIL;P;dm;L-D: 24H
RIOJA (LA);SAN ASENSIO;SAN ASENSIO;26340;AU AP-68, 100;I;-2,752889;42,513222;1,139;1,059;;;1,109;;;;1,239;;;;PETRONOR;P;OM;L-D: 07:00-23:00
RIOJA (LA);SAN ASENSIO;SAN ASENSIO;26340;AU AP-68, 100;D;-2,754389;42,511667;1,139;1,059;;;1,109;;;;1,239;;;;PETRONOR;P;OM;L-D: 07:00-23:00
RIOJA (LA);SAN VICENTE DE LA SONSIERRA;SAN VICENTE DE LA SONSIERRA;26338;CARRETERA NACIONAL 232A KM. 47;I;-2,761583;42,571028;1,129;1,059;0,768;;1,139;;;;1,229;;;;PETRONOR;P;dm;L-D: 07:00-22:00
RIOJA (LA);TIRGO;TIRGO;26210;CARRETERA LR-111 KM. 36;D;-2,919194;42,533944;1,089;1,019;0,694;;1,069;;;;1,199;;;;REPSOL;P;OM;L-D: 09:00-14:00
RIOJA (LA);TRICIO;TRICIO;26312;CARRETERA N-120 KM. 23;D;-2,701222;42,411722;1,129;1,049;;;1,129;;;;1,269;;;0,705;REPSOL;P;OM;L-D: 07:00-23:00
RIOJA (LA);VILLAMEDIANA DE IREGUA;PUENTE MADRE;26142;POLIGONO POLIGONO I-9, 2;N;-2,419083;42,447611;1,099;1,025;;;1,099;;;;1,219;;;;CEPSA-JUBERA;P;dm;L-D: 24H
RIOJA (LA);VILLAR DE TORRE;VILLAR DE TORRE;26225;CARRETERA LR-204 KM. 11,6;D;-2,858111;42,369722;1,048;0,950;;;;;;;;;;;AVIA;P;dm;L-D: 24H
RIOJA (LA);VINIEGRA DE ABAJO;VINIEGRA DE ABAJO;26325;CR LR-113, 99,2 (LR-113 km 24);D;-2,885722;42,173639;1,059;0,989;;;1,039;;;;;;;;REPSOL;P;dm;L-D: 08:00-20:00
SALAMANCA;ALBA DE TORMES;ALBA DE TORMES;37800;CALLE JUAN PABLO II, 20;I;-5,515056;40,822417;1,079;1,039;;;1,119;;;;;;;;PETRONOR;P;OM;L-D: 07:00-23:00
SALAMANCA;ALBERCA (LA);ALBERCA (LA);37624;CTRA SALAMANCA - LA ALBERCA (CARRETERA km 75,2);D;-6,124639;40,510750;1,109;1,049;;;1,129;;;;1,399;;;;SANTIAGO HERNANDEZ;P;dm;L-V: 07:00-21:00, S-D: 08:00-21:00
SALAMANCA;ALDEALENGUA;ALDEALENGUA;37350;CARRETERA AVDA SALAMANCA 52-56 KM. 9,800;D;-5,544194;40,981639;1,169;1,099;;;1,159;;;;;;;;LA FLECHA;P;dm;L-D: 08:00-22:00
SALAMANCA;ALDEANUEVA DE FIGUEROA;ALDEANUEVA DE FIGUEROA;37429;AUTOVIA A62 KM. 214;D;-5,488667;41,138028;1,099;1,059;;;1,139;;;;;;;;REPSOL;P;OM;L-D: 07:00-23:00
SALAMANCA;ALDEATEJADA;ALDEATEJADA;37187;CALLE ANTONIO GAUDI, 1;D;-5,680500;40,942056;1,019;0,999;;;1,109;;;;1,189;;;;SNOIL;P;dm;L-D: 24H
SALAMANCA;ALDEHUELA DE LA BÓVEDA;ALDEHUELA DE LA BOVEDA;37460;AUTOVIA A62 KM. 275;I;-6,050028;40,846833;1,099;1,059;;;;;;;1,279;;;;GALP;P;OM;L-D: 07:00-23:00
SALAMANCA;ALDEHUELA DE LA BÓVEDA;ALDEHUELA DE LA BOVEDA;37460;A-62 km 275;D;-6,050750;40,849972;1,089;0,995;;;;;;;;;;;BERNAL;P;dm;L-D: 07:30-23:00
SALAMANCA;ARAPILES;ARAPILES;37796;CARRETERA SA-CV-70 KM. 1,650;D;-5,662417;40,895833;1,109;1,069;;;1,119;;;;1,209;;;0,655;REPSOL;P;OM;L-D: 06:00-22:00
SALAMANCA;ARAPILES;ARAPILES;37796;AUTOVIA A-66 KM. 348;I;-5,655750;40,894278;1,109;1,069;;;1,119;;;;1,209;;;;REPSOL;P;OM;L-D: 24H
SALAMANCA;ARAPILES;TORRES (LAS);37796;CARRETERA N-630 KM. 347;I;-5,664583;40,907306;1,109;1,069;;;;;;;1,209;;;;LAS TORRES;P;dm;L-V: 08:00-13:00
SALAMANCA;BARRUECOPARDO;BARRUECOPARDO;37255;CR L-105 0023 (L-105 km 23,1);I;-6,660972;41,071278;1,159;1,059;;;;;;;;;;;REPSOL;P;dm;L-S: 09:00-14:00
SALAMANCA;BÉJAR;BEJAR;37700;CARRETERA N-630 KM. 412;D;-5,750722;40,389556;1,109;1,059;0,690;;1,139;;;;1,249;;;;REPSOL;P;OM;L-D: 07:00-23:00
SALAMANCA;BÉJAR;BEJAR;37700;CL CRTA DE SALAMANCA, 3;D;-5,762306;40,384167;1,109;1,059;0,690;;1,139;;;;1,249;;;;REPSOL;P;OM;L-D: 07:00-23:00
SALAMANCA;BUENAVISTA;CUATRO CALZADAS;37789;CARRETERA N 630 KM. 359,2;I;-5,632056;40,806417;1,108;1,018;;;;;;;;;;;GALP;P;dm;L-D: 08:00-22:00
SALAMANCA;CABRERIZOS;CABRERIZOS;37193;CARRETERA DE ALDEALENGUA SA-804 KM. 0,500;D;-5,619194;40,972556;1,069;1,029;;;1,109;;;;;;;;E.S. CABRERIZOS;P;dm;L-D: 08:00-22:00
SALAMANCA;CALVARRASA DE ABAJO;CALVARRASA DE ABAJO;37181;CARRETERA N-501 KM. 84;I;-5,555139;40,946028;1,079;1,049;;;1,129;;;;1,209;;;;REPSOL;P;dm;L-V: 07:00-20:00, S-D: 08:00-15:00
SALAMANCA;CALVARRASA DE ARRIBA;CALVARRASA DE ARRIBA;37191;*EL TREBOL* CR.ALBA DE TORMES-PIEDRAHITA  KM 5.200 km 8,7;D;-5,586750;40,894167;0,999;0,954;0,765;;1,039;;;;1,139;;;;EL TREBOL;P;dm;L-S: 07:00-22:00, D: 08:00-22:00
SALAMANCA;CALZADA DE VALDUNCIEL;CALZADA DE VALDUNCIEL;37797;CARRETERA NACIONAL 630 KM. 326;D;-5,697028;41,085750;1,079;1,039;0,769;;;;;;;;;;REPSOL;P;dm;L-V: 08:00-20:00, S-D: 08:00-15:00
SALAMANCA;CANTALAPIEDRA;CANTALAPIEDRA;37400;RONDA ESTE, S/N;D;-5,185417;41,127056;1,069;1,019;;;1,069;;;;;;;;REPSOL;P;OM;L-V: 08:30-19:00, S: 08:30-14:00
SALAMANCA;CARBAJOSA DE LA SAGRADA;CARBAJOSA DE LA SAGRADA;37188;CALLE SEGUNDA, 9;I;-5,655556;40,939694;1,099;1,059;;;1,139;;;;1,239;;;0,655;REPSOL;P;OM;L-D: 24H
SALAMANCA;CARBAJOSA DE LA SAGRADA;CARBAJOSA DE LA SAGRADA;37188;CALLE NEWTON, 13;D;-5,655139;40,943306;0,957;0,877;;;0,899;;;;;;;;BALLENOIL;P;dm;L-D: 24H
SALAMANCA;CARBAJOSA DE LA SAGRADA;CARBAJOSA DE LA SAGRADA;37188;CALLE PRIMERA, S/N;D;-5,652056;40,942056;0,949;0,859;;;;;;;;;;;GMOIL;P;dm;L-D: 24H
SALAMANCA;CARBAJOSA DE LA SAGRADA;CARBAJOSA DE LA SAGRADA;37188;CALLE VERTICAL V, 20;D;-5,656889;40,938306;1,129;1,109;;;;;;;;;;;Q8;P;dm;L-D: 24H
SALAMANCA;CARBAJOSA DE LA SAGRADA;CARBAJOSA DE LA SAGRADA;37188;CALLE VERTICAL TERCERA, 4 - 6 POL. IND. EL MONTALVO III, 4;D;-5,654611;40,937250;;;;;;;;;;0,933;;;NATURGY ES SALAMANCA-BECONSA ;P;dm;L-D: 24H
SALAMANCA;CARBAJOSA DE LA SAGRADA;CARBAJOSA DE LA SAGRADA;37900;AVDA. E. LECLERC,   Nº2 (C.C. E.LECLERC);N;-5,642222;40,946306;0,957;0,877;;;0,999;;;;1,139;;;;E.LECLERC;P;dm;L-D: 24H
SALAMANCA;CASTELLANOS DE MORISCOS;CASTELLANOS DE MORISCOS;37439;CARRETERA SALAMANCA-VALLADOLID KM. 9;D;-5,593972;41,019806;1,089;1,019;0,779;;1,079;;;;;;;;CEPSA;P;OM;L-V: 08:00-20:30, S: 10:00-16:00, D: 11:00-15:30
SALAMANCA;CIUDAD RODRIGO;CIUDAD RODRIGO;37500;CARRETERA SALAMANCA KM. 320;D;-6,518389;40,612861;1,029;0,959;;;;;;;;;;;PGS;P;dm;L-D: 24H
SALAMANCA;CIUDAD RODRIGO;CIUDAD RODRIGO;37500;AVENIDA SALAMANCA, S/N;I;-6,528806;40,604111;1,109;1,049;;;1,119;;;;1,233;;;;REPSOL;P;OM;L-D: 07:00-23:00
SALAMANCA;CIUDAD RODRIGO;CIUDAD RODRIGO;37500;AVENIDA PORTUGAL, 47;I;-6,534917;40,601389;1,109;1,049;0,766;;1,119;;;;1,233;;;;CAMPSA;P;OM;L-D: 06:30-23:30
SALAMANCA;CIUDAD RODRIGO;CIUDAD RODRIGO;37500;CRTA. N-620 km 322;D;-6,514472;40,616528;;1,045;;;;;;;;;;;RENACCIA;P;dm;L-D: 24H
SALAMANCA;CIUDAD RODRIGO;VALDECARPINTEROS;37593;CARRETERA N-620 KM. 313,3;D;-6,437528;40,664167;1,109;1,069;0,718;;1,119;;;;1,233;;;0,639;REPSOL;P;OM;L-D: 24H
SALAMANCA;ENCINAS DE ABAJO;ENCINAS DE ABAJO;37893;CR N-501, 77  I;I;-5,466750;40,932194;1,109;1,089;;;;;;;;;;;AVIA;P;dm;L: 06:00-23:00
SALAMANCA;ESPEJA;ESPEJA;37497;CARRETERA N-620 KM. 341;I;-6,707528;40,590889;1,089;1,049;;;1,119;;;;1,214;;;;CEPSA;P;OM;L-D: 06:00-22:00
SALAMANCA;FRESNO ALHÁNDIGA;FRESNO-ALHANDIGA;37789;CTRA. N-630 KM 372, D;D;-5,623083;40,700250;1,108;1,018;;;1,119;;;;1,225;;;;REPSOL;P;dm;L-D: 07:00-23:00
SALAMANCA;FUENTE DE SAN ESTEBAN (LA);FUENTE DE SAN ESTEBAN (LA);37200;CARRETERA NACIONAL620 KM. 291,6;I;-6,249889;40,789167;1,099;1,049;0,899;;1,139;;;;1,269;;;;CEPSA;P;dm;L: 07:30-22:00
SALAMANCA;FUENTES DE OÑORO;FUENTES DE OÑORO;37481;CARRETERA N-620 KM. 351,500;I;-6,824722;40,605528;1,088;1,049;0,719;;1,115;;;;;;;;CEPSA;P;dm;L-D: 07:00-23:00
SALAMANCA;FUENTES DE OÑORO;FUENTES DE OÑORO;37481;CARRETERA N-620 KM. 351,500;D;-6,824389;40,605917;1,088;1,049;;;1,115;;;;1,208;;;;CEPSA;P;dm;L-D: 24H
SALAMANCA;FUENTES DE OÑORO;NUEVO POBLADO;37480;CARRETERA N-620 KM. 348;D;-6,792333;40,591639;1,089;1,055;;;1,115;;;;1,214;;;;CEPSA;P;OM;L-D: 24H
SALAMANCA;FUENTES DE OÑORO;NUEVO POBLADO;37480;CARRETERA N-620 KM. 351,0;D;-6,818167;40,602611;1,088;1,049;;;;;;;1,208;;;;GALP;P;dm;L-D: 08:00-22:00
SALAMANCA;GALINDO Y PERAHUY;MONTE LA RAD;37449;CARRETERA BURGOS A PORTUGAL KM. 251;I;-5,808361;40,931417;0,999;0,902;;;;;;;1,306;;;;EESS GASOLIVIA;P;dm;L-D: 24H
SALAMANCA;GUIJUELO;GUIJUELO;37770;CALLE FILIBERTO VILLALOBOS, 215;D;-5,670556;40,564361;1,089;1,029;;;1,099;;;;1,213;;;;REPSOL;P;OM;L-V: 07:00-21:00, S-D: 09:00-14:00
SALAMANCA;GUIJUELO;GUIJUELO;37770;CALLE FILIBERTO VILLALOBOS, 4;I;-5,676194;40,548194;;1,099;;;;;;;;;;;C.T. GUIJUELO;P;dm;L-D: 24H
SALAMANCA;HORCAJO MEDIANERO;HORCAJO-MEDIANERO;37860;CARRETERA C-510 KM. 41;D;-5,410972;40,644694;1,079;1,029;;;;;;;1,209;;;;REPSOL;P;dm;L-V: 09:00-20:00, S: 09:00-15:00, D: 09:00-20:00
SALAMANCA;LEDESMA;LEDESMA;37100;PLAZA MERCADO, S/N;D;-6,002778;41,088222;1,089;1,039;0,667;;1,095;;;;;;;;CEPSA;P;dm;L-V: 08:00-14:00 y 16:00-20:00, S-D: 09:00-14:00
SALAMANCA;LINARES DE RIOFRÍO;LINARES DE RIOFRIO;37760;CALLE JUAN CARLOS I, 71;I;-5,918806;40,579500;1,089;1,019;;;1,089;;;;1,259;;;;CEPSA;P;dm;L-V: 08:30-14:00 y 15:00-19:00, S-D: 09:00-14:00 y 16:00-19:00
SALAMANCA;LUMBRALES;LUMBRALES;37240;CARRETERA ESTACION KM. 89;N;-6,710583;40,937472;1,099;1,049;0,629;;1,109;;;;;;;;REPSOL;P;dm;L-V: 08:00-18:00, S-D: 09:00-14:00
SALAMANCA;MACHACÓN;FRANCOS VIEJO;37893;AUTOVIA A50 KM. 86,700;D;-5,507583;40,919972;1,089;1,019;;;1,079;;;;1,269;;;;CEPSA;P;dm;L: 07:00-23:00
SALAMANCA;MACOTERA;MACOTERA;37310;CALLE SAN GREGORIO, 21;D;-5,279389;40,830472;1,059;1,029;;;1,109;;;;1,159;;;;PETRONOR;P;OM;L-V: 08:00-19:00, S-D: 09:00-15:00
SALAMANCA;MARTÍN DE YELTES;MARTIN DE YELTES;37494;AUTOVIA A-62 KM. 297;D;-6,286972;40,772056;1,104;1,039;;;1,099;;;;1,229;;;;CEPSA;P;OM;L-D: 24H
SALAMANCA;MARTÍN DE YELTES;MARTIN DE YELTES;37494;AUTOVIA A-62 KM. 297;I;-6,286139;40,770639;1,104;1,039;;;1,099;;;;1,229;;;;CEPSA;P;OM;L-D: 08:00-22:00
SALAMANCA;MASUECO;MASUECO;37251;CARRETERA SA-314 KM. ;I;-6,582694;41,200417;1,109;1,039;0,739;;1,109;;;;;;;;REPSOL;P;dm;L-D: 08:00-21:00
SALAMANCA;MONTEJO;MONTEJO;37795;AUTOVIA A-66 KM. 375;I;-5,622639;40,660556;1,108;1,018;;;1,118;;;;1,218;;;;CEPSA;P;dm;L-D: 24H
SALAMANCA;PEDROSILLO EL RALO;PEDROSILLO EL RALO;37427;A-62 km 225;I;-5,544444;41,054917;1,089;1,035;;;1,095;;;;1,214;;;;CEPSA;P;OM;L-D: 06:00-22:00
SALAMANCA;PEDROSILLO EL RALO;PEDROSILLO EL RALO;37427;AUTOVIA A-62 KM. 225;D;-5,543917;41,057444;1,089;1,035;;;1,095;;;;1,214;;;;CEPSA;P;OM;L-D: 06:00-23:59
SALAMANCA;PEÑARANDA DE BRACAMONTE;PEÑARANDA DE BRACAMONTE;37300;CAMINO CAMINO DEL VILLAR, 0;N;-5,204750;40,911250;0,989;0,879;0,529;;;;;;;;;;AN ENERGETICOS;P;dm;L-D: 24H
SALAMANCA;PEÑARANDA DE BRACAMONTE;PEÑARANDA DE BRACAMONTE;37300;CARRETERA CAÑIZAL PIEDRAHITA KM. 38,20;N;-5,203889;40,900528;0,999;0,870;;;0,999;;;;1,139;;;;MONTE LA REINA;P;dm;L-D: 24H
SALAMANCA;PUERTO DE BÉJAR;PUERTO DE BEJAR;37720;CARRETERA N-630 KM. 423,90;D;-5,849028;40,340806;1,108;1,018;;;1,118;;;;1,238;;;;CEPSA;P;dm;L-V: 08:30-19:00, S-D: 08:30-16:00
SALAMANCA;ROBLEDA;ROBLEDA;37521;AVENIDA EXTREMADURA, 1;D;-6,608250;40,386889;1,109;1,019;0,769;;;;;;;;;;REPSOL;P;dm;L-D: 07:00-20:30
SALAMANCA;ROBLIZA DE COJOS;ROBLIZA DE COJOS;37130;AUTOVIA A-62 KM. 269;D;-5,982778;40,878056;1,099;1,059;0,808;;1,109;;;;1,279;;;;REPSOL;P;dm;L-D: 24H
SALAMANCA;SALAMANCA;SALAMANCA;37004;CALZADA MEDINA, 81;I;-5,644833;40,974056;1,039;0,989;;;1,049;;;;1,164;;;0,655;CEPSA;P;OM;L-D: 06:00-22:00
SALAMANCA;SALAMANCA;SALAMANCA;37005;CL AVENIDA RAIMUNDO BORGOÑA, 48  I;I;-5,663167;40,978389;1,089;1,049;;;1,129;;;;1,229;;;0,655;REPSOL;P;OM;L-D: 06:00-00:00
SALAMANCA;SALAMANCA;SALAMANCA;37005;CL AVDA. SAN AGUSTIN, 78;I;-5,658222;40,978944;1,089;1,049;;;1,129;;;;1,229;;;;REPSOL;P;OM;L-D: 07:00-23:00
SALAMANCA;SALAMANCA;SALAMANCA;37005;AVENIDA MIRAT, 40;D;-5,662806;40,969917;1,089;1,049;;;1,129;;;;;;;;REPSOL;P;OM;L: 08:00-20:30
SALAMANCA;SALAMANCA;SALAMANCA;37007;CALLE ANTONIO LOPEZ BORRASCA, 2;D;-5,698333;40,962222;1,079;1,049;;;1,119;;;;1,203;;;0,655;REPSOL;P;dm;L-D: 07:00-23:00
SALAMANCA;SALAMANCA;SALAMANCA;37007;AVENIDA LUIS DE CAMOENS, 20;N;-5,682778;40,971194;0,957;0,877;;;0,999;;;;1,139;;;;RONDA OESTE;P;dm;L-D: 07:00-23:00
SALAMANCA;SALAMANCA;SALAMANCA;37008;CARRETERA N-630 KM. 342;D;-5,669944;40,947750;1,099;1,049;;;1,119;;;;1,203;;;0,739;REPSOL;P;dm;L-V: 08:00-18:00, S-D: 10:00-16:00
SALAMANCA;SALAMANCA;SALAMANCA;37008;CALLE REYES DE ESPAÑA, 38;D;-5,665667;40,957167;1,105;1,059;;;1,129;;;;1,203;;;;REPSOL;P;dm;L-D: 07:00-23:00
SALAMANCA;SALAMANCA;SALAMANCA;37008;AVENIDA ALDEHUELA, 10;D;-5,653250;40,957972;1,109;1,069;;;1,139;;;;1,249;;;;REPSOL;P;dm;L-D: 07:00-23:00
SALAMANCA;SALAMANCA;SALAMANCA;37008;CARRETERA N 620 KM. 244;D;-5,727361;40,951056;1,059;1,019;;;1,069;;;;;;;;REPSOL;P;OM;L-S: 08:00-15:00
SALAMANCA;SALAMANCA;SALAMANCA;37008;CARRETERA N-630 KM. 338;D;-5,706917;40,955333;1,079;1,049;;;1,119;;;;1,203;;;;REPSOL;P;OM;L-D: 24H
SALAMANCA;SALAMANCA;SALAMANCA;37008;AVENIDA LASALLE, 200;D;-5,693806;40,955306;1,079;1,049;;;1,119;;;;1,203;;;;REPSOL;P;OM;L-V: 07:00-21:00, S-D: 08:30-16:00
SALAMANCA;SALAMANCA;SALAMANCA;37008;(EL TREBOL) CTRA. FREGENEDA Nº 12-22 SALAMANCA;N;-5,672750;40,955806;0,999;0,954;0,765;;1,039;;;;1,139;;;;EL TREBOL;P;dm;L-S: 07:00-22:00, D: 08:00-22:00
SALAMANCA;SALAMANCA;SALAMANCA;37009;CARRETERA CL-517 SALAMANCA-VITIGUDINO KM. 1,1;D;-5,728083;40,959306;0,957;0,877;;;;;;;;;;;LOW COST CARBURANTES;P;dm;L-D: 24H
SALAMANCA;SANCTI-SPÍRITUS;SANCTI-SPIRITUS;37470;CARRETERA N-620 KM. 307,000;D;-6,399417;40,708667;1,059;1,029;;;1,109;;;;;;;;REPSOL;P;OM;L-S: 08:00-15:00
SALAMANCA;SANCTI-SPÍRITUS;SANCTI-SPIRITUS;37470;AUTOVIA A-62 KM. 309;I;-6,387750;40,711833;1,099;1,069;0,718;;1,149;;;;1,239;;;;REPSOL;P;OM;L-D: 06:00-22:00
SALAMANCA;SANCTI-SPÍRITUS;SANCTI-SPIRITUS;37470;N-620 km 309,2;D;-6,416278;40,697972;1,119;1,079;0,764;;1,159;;;;1,259;;;;SHELL;P;OM;L-D: 24H
SALAMANCA;SANCTI-SPÍRITUS;SANCTI-SPIRITUS;37470;PARC LOS MIRADORES, 29;N;-6,419139;40,694500;;0,960;;;;;;;;;;;ADS;P;dm;L-D: 24H
SALAMANCA;SANTA MARTA DE TORMES;SANTA MARTA DE TORMES;37900;CARRETERA C-510 KM. 1,3;N;-5,627389;40,933028;1,089;1,049;;;1,129;;;;1,229;;;;SHELL;P;OM;L-D: 06:00-00:00
SALAMANCA;SANTA MARTA DE TORMES;SANTA MARTA DE TORMES;37900;CARRETERA CL-510 KM. 3,500;D;-5,622667;40,930222;1,079;1,019;;;1,079;;;;1,189;;;;GALP;P;dm;L-D: 07:00-23:00
SALAMANCA;SANTA MARTA DE TORMES;SANTA MARTA DE TORMES;37900;CARRETERA N-501 KM14-16 KM. 14;I;-5,642806;40,950889;1,069;0,999;;;1,059;;;;;;;;GALP;P;OM;L-D: 24H
SALAMANCA;SANTA MARTA DE TORMES;SANTA MARTA DE TORMES;37900;CARRETERA MADRID KM. 89,4000;D;-5,610278;40,949750;1,099;1,059;;;1,139;;;;1,239;;;;REPSOL;P;OM;L-D: 07:00-23:00
SALAMANCA;TAMAMES;TAMAMES;37600;AVENIDA ABUSEJO, 5;D;-6,113917;40,659917;1,109;1,039;0,669;;1,119;;;;1,399;;;;REPSOL;P;dm;L-D: 09:00-19:00
